tile_name, IGNEOUS,METAMORPHIC, MINERAL,SEDIMENTARY
HU3559,0,22.22,0,0
HU3560,0,13.24,0,0
HU3561,0.02,13.2,0,0
HU3562,0.04,5.29,0,0
HU3563,0.13,5.17,0,0
HU3564,0.13,3.44,0,0
HU3565,4.94,0,0,0
HU3566,2.42,0,0,0
HU3567,3.07,0.18,0,0
HU3568,8,2.12,0,0
HU3569,0.35,0.6,0,0
HU3570,2.47,3.38,0,0
HU3571,0,6.1,0,0
HU3572,0.18,12.9,0,0
HU3573,4.07,13.84,0,0
HU3574,1.22,13.06,0,0
HU3575,0.06,14.23,0,0
HU3576,0.38,12.12,0,0
HU3577,0.1,4.66,0,0
HU3578,0,25,0,0
HU3579,0,25,0,0
HU3580,0,16.67,0,0
HU3581,0.61,8.8,0,0
HU3582,0.37,5.53,0,0
HU3583,1.18,1.56,0,0
HU3584,7.55,0.5,0,0
HU3585,100,0,0,0
HU3586,49.89,0.11,0,0
HU3587,21.97,3.03,0,0
HU3588,12.98,3.69,0,0
HU3589,0.58,6.09,0,0
HU3590,0.03,7.11,0,0
HU3591,0.09,4.96,0,0
HU3592,0,2.54,0,0
HU3593,0,1.64,0,0
HU3594,0,0.2,0,0
HU3616,16.1,0,0,0
HU3617,8.33,0.95,0,0
HU3618,0,1.95,0,0
HU3619,0,0.07,0,0
HU3620,0,3.15,0,0
HU3621,0,7.46,0,0
HU3622,0,1.71,0,0
HU3623,0,3.36,0,0
HU3624,0,6.45,0,0
HU3626,0,4.24,0,0
HU3627,0,1.35,0,0
HU3628,0,1.34,0,0
HU3629,0,7.13,0,0
HU3630,0,8.25,0,0
HU3631,0,36.01,0,0
HU3632,0,19.81,0,0
HU3633,0,6.77,0,0
HU3634,0,0.21,0,0
HU3635,4.55,0.44,0,0
HU3636,2.31,0,0,0
HU3637,8.46,0.65,0,0
HU3638,0,0,0,0
HU3639,3.89,0,0,0
HU3640,3.46,0,0,0
HU3642,0,5.36,0,0
HU3645,0,0.09,0,0
HU3646,0.17,8.08,0,0
HU3647,0.25,17.1,0,0
HU3648,0,10.09,0,0
HU3649,0.04,11.07,0,0
HU3650,0.08,12.42,0,0
HU3651,0.8,13.48,0,0
HU3652,3.53,13.14,0,0
HU3653,6.19,3.81,0,0
HU3654,3.59,4.75,0,0
HU3655,13.11,6.89,0,0
HU3656,6.77,3.23,0,0
HU3657,0.11,7.64,0,0
HU3658,0,18.17,0,0
HU3659,0,20,0,0
HU3660,0,20,0,0
HU3661,0,13.18,0,0
HU3662,0,7.58,0,0
HU3663,0.47,3.5,0,0
HU3664,1.66,1.38,0,0
HU3665,22.15,0,0,0
HU3666,15.22,0,0,0
HU3667,5.5,2.19,0,0
HU3668,1.05,23.95,0,0
HU3669,0,5.95,0,0
HU3670,0,6.7,0,0
HU3671,0,10.3,0,0
HU3672,0,6.15,0,0
HU3673,9.34,0.02,0,0
HU3674,14.35,12.7,0,0
HU3675,10.73,5.84,0,0
HU3676,12.6,5.41,0,0
HU3677,3.82,1.7,0,0
HU3678,3.04,4.31,0,0
HU3679,0.01,5.25,0,0
HU3680,0,8.19,0,0
HU3681,0,8.49,0,0
HU3682,0.06,7.24,0,0
HU3683,0,1.04,0,0
HU3684,0.3,8.59,0,0
HU3685,5.49,27.85,0,0
HU3686,0.59,8.51,0,0
HU3687,0,11.11,0,0
HU3688,0,11.39,0,0
HU3689,0,10.29,0,0
HU3690,0.02,4.99,0,0
HU3691,0.06,3.03,0,0
HU3692,0.02,4.64,0,0
HU3693,0.04,3.27,0,0
HU3694,0,0.1,0,0
HU3716,8.82,0,0,1.23
HU3717,11.33,0.31,0,0.1
HU3718,0.15,5.35,0,0
HU3719,0,6.68,0,0
HU3720,0,6.34,0,0
HU3721,0,39.74,0,0
HU3722,0,12.57,0,0
HU3723,0,20,0,0
HU3724,0,11.86,0,0
HU3725,0,1.53,0,0
HU3726,0,0.57,0,0
HU3728,0,1.81,0,0
HU3729,0,6.91,0,0
HU3730,0,18.14,0,0
HU3731,0,5.5,0,0
HU3732,0,9.77,0,0
HU3733,0,11.4,0,0
HU3734,0,20.15,0,0
HU3735,0.05,8.46,0,0
HU3736,0.21,4.64,0,0
HU3737,0,1.42,0,0
HU3738,0,0.2,0,0
HU3739,0,9.35,0,0
HU3741,0,0.11,0,0
HU3742,0.01,1.28,0,0
HU3743,0.06,5.59,0,0
HU3744,0,7.39,0,0
HU3745,0.01,0.47,0,0
HU3746,0.01,1.21,0,0
HU3747,0,1.64,0,0
HU3748,0.23,11.03,0,0
HU3749,0,14.29,0,0
HU3750,0,16.67,0,0
HU3751,0.05,14.24,0,0
HU3752,0,20,0,0
HU3753,0.08,14.2,0,0
HU3754,0,25,0,0
HU3755,0,20,0,0
HU3756,0,20,0,0
HU3757,0,14.29,0,0
HU3758,0,25,0,0
HU3759,0,25,0,0
HU3760,0,16.67,0,0
HU3761,0,9.09,0,0
HU3762,0.01,7.14,0,0
HU3763,0.67,5.73,0,0
HU3764,0.08,0.28,0,0
HU3765,9.01,0.34,0,0
HU3766,4.49,2.66,0,0
HU3767,0.03,8.3,0,0
HU3768,0.01,4.53,0,0
HU3769,0,5.26,0,0
HU3770,0,8.33,0,0
HU3771,0,20,0,0
HU3772,11.41,8.94,0,0
HU3773,1.21,0,0,0
HU3774,7.52,1.84,0,0
HU3775,0.18,2.89,0,0
HU3776,1.99,3.37,0,0
HU3777,4.61,1.07,0,0
HU3778,21.12,1.34,0,0
HU3779,9.37,0.95,0,0
HU3780,2.69,1.61,0,0
HU3781,0.31,0.62,0,0
HU3782,0,1.36,0,0
HU3783,0,2.09,0,0
HU3784,0.06,5.79,0,0
HU3785,0.13,5.69,0,0
HU3786,0.01,8.69,0,0
HU3787,0.03,3.06,0,0
HU3788,0.04,1.37,0,0
HU3789,0,3.2,0,0
HU3790,0,4.25,0,0
HU3791,0,5.03,0,0.06
HU3792,0,8.33,0,0
HU3793,0,1.61,0,0
HU3794,0.05,1.32,0,0
HU3795,0,0.22,0,0
HU3796,0,0.12,0,0
HU3797,0.01,0.16,0,0
HU3816,0,0,0,31.31
HU3817,2.1,6.85,0,11.05
HU3818,0,50,0,0
HU3819,0,50,0,0
HU3820,0,33.33,0,0
HU3821,0,25,0,0
HU3822,0,25,0,0
HU3823,0,25,0,0
HU3824,0,33.33,0,0
HU3825,0,39.19,0,0
HU3826,0,61.28,0,0
HU3827,0,22.2,0,0
HU3828,0,12.75,0,0
HU3829,0,10.45,0,0
HU3830,0,5.8,0,0
HU3831,0,7.09,0,0
HU3832,0,25.09,0,0
HU3833,0,37.72,0,0
HU3834,0,9.82,0,0
HU3835,0,5.4,0,0
HU3836,0,5.07,0,0
HU3837,0,1.56,0,0
HU3838,0,0.5,0,0
HU3839,0,8.2,0,0
HU3840,0,1,0,0
HU3841,0,0.81,0,0
HU3842,0,5.53,0,0
HU3843,0,14.24,0,0
HU3844,0,15.15,0,0
HU3845,0.05,4.25,0,0
HU3846,0.11,4.23,0,0
HU3847,0.11,10.02,0,0
HU3848,0.05,5.69,0,0
HU3849,0.06,6.15,0,0
HU3850,0.05,12.11,0,0
HU3851,0.07,21.46,0,0
HU3852,0,33.33,0,0
HU3853,0,33.33,0,0
HU3854,0,16.67,0,0
HU3855,0,20,0,0
HU3856,0,50,0,0
HU3857,0,14.29,0,0
HU3858,0,33.33,0,0
HU3859,0,25,0,0
HU3860,0,33.33,0,0
HU3861,3.41,13.25,0,0
HU3862,3.16,4.53,0,0
HU3863,1.73,4.52,0,0
HU3864,2.46,0.84,0,0
HU3865,1.37,10.7,0,0
HU3866,0.02,33.31,0,0
HU3867,0,20,0,0
HU3868,0.02,6.65,0,0
HU3869,0,16.67,0,0
HU3870,0,8.33,0,0
HU3871,0,7.14,0,0
HU3872,22.19,11.15,0,0
HU3873,27.9,0,0,0
HU3874,1.14,0,0,0
HU3875,0.27,5.37,0,0
HU3876,0.17,11.72,0,0
HU3877,0.04,0,0,0
HU3878,0.06,0,0,0
HU3879,1.17,0,0,0
HU3880,0.3,0,0,0
HU3881,0.74,3.45,0,0
HU3885,0.63,0,0,0
HU3889,0,0.76,0,0
HU3890,0,1.11,0,0
HU3891,0,0.98,0,0
HU3892,0,3.59,0,0.26
HU3893,0.07,1.41,0,0
HU3894,0,0.16,0,0
HU3895,0,0.04,0,0
HU3896,0,0.18,0,1.85
HU3916,0,0,0,18.04
HU3917,0,0.77,0,19.23
HU3918,0,18.36,0,14.97
HU3919,0.37,24.42,0,0.21
HU3920,0,50,0,0
HU3921,0,50,0,0
HU3922,0,100,0,0
HU3923,0,100,0,0
HU3924,0,100,0,0
HU3925,0,50,0,0
HU3926,0,100,0,0
HU3927,0,100,0,0
HU3928,0,50,0,0
HU3929,0,50,0,0
HU3930,0,66.47,0,0
HU3931,0,31.56,0,0
HU3932,0,34.67,0,0
HU3933,0,10.71,0,0
HU3934,0,5.58,0,0
HU3935,0,7.96,0,0
HU3936,0,16.14,0,0
HU3937,0,11.49,0,0
HU3938,0.01,4.31,0,0
HU3939,0.06,7.94,0,0
HU3940,0,7.45,0,0
HU3941,0,17.48,0,0
HU3942,0,10.05,0,0
HU3943,0,11.35,0,0
HU3944,0,3.98,0,0
HU3945,0.05,3.94,0,0
HU3946,0.03,8.31,0,0
HU3947,0.03,6.08,0,0
HU3948,0.11,9.01,0,0
HU3949,0,14.29,0,0
HU3950,0,14.88,0,0
HU3951,0,13.84,0,0
HU3952,0,17.67,0,0
HU3953,0,20,0,0
HU3954,0,11.11,0,0
HU3955,0,20,0,0
HU3956,0,25,0,0
HU3957,0,16.67,0,0
HU3958,0,25,0,0
HU3959,0,16.67,0,0
HU3960,0,25,0,0
HU3961,0,20,0,0
HU3962,0,12.5,0,0
HU3963,3.05,5.81,0,0
HU3964,0.65,15.02,0,0
HU3965,0.06,22.14,0,0
HU3966,0,12.5,0,0
HU3967,0,12.5,0,0
HU3968,0,25,0,0
HU3969,0.04,19.96,0,0
HU3970,0,25,0,0
HU3971,0,8.33,0,0
HU3972,41.34,8.66,0,0
HU3973,21.65,0,0,0
HU3974,0.36,0.26,0,0
HU3975,1.71,15.23,0,0
HU3976,0.31,39,0,0
HU3977,0.12,17.44,0,0
HU3978,0.31,3.52,0,0
HU3979,0,0.46,0,0
HU3981,0.27,1.65,0,0
HU3982,0.01,0.75,0,0
HU4016,0,0,0,18.14
HU4017,0,0,0,14.29
HU4018,0,0,0,25
HU4019,0,2.62,0,14.04
HU4020,0,6.85,0,9.82
HU4021,0,12.65,0,2.07
HU4022,0.04,14.12,0,0
HU4023,0.7,15.73,0,0
HU4024,0,100,0,0
HU4025,0.22,33.11,0,0
HU4026,0,50,0,0
HU4027,0,50,0,0
HU4028,0,50,0,0
HU4029,0,50,0,0
HU4030,0,100,0,0
HU4031,0,50,0,0
HU4032,0,100,0,0
HU4033,0,100,0,0
HU4034,0,26.52,0,0
HU4035,0,19.25,0,0
HU4036,0,41.4,0,0
HU4037,0,31.1,0,0
HU4038,0.02,8.58,0,0
HU4039,0,9.24,0,0
HU4040,0,8.33,0,0
HU4041,0,11.11,0,0
HU4042,0,11.11,0,0
HU4043,0,14.29,0,0
HU4044,0,9.09,0,0
HU4045,0,16.67,0,0
HU4046,0.08,24.92,0,0
HU4047,0,22.19,0,0
HU4048,0,11.6,0,0
HU4049,0,14.44,0,0
HU4050,0,19.56,0,0
HU4051,0.07,19.93,0,0
HU4052,0.02,24.98,0,0
HU4053,0,20,0,0
HU4054,0,11.11,0,0
HU4055,0,20,0,0
HU4056,0,16.67,0,0
HU4057,0,20,0,0
HU4058,0,25,0,0
HU4059,0,50,0,0
HU4060,0,33.33,0,0
HU4061,0.11,24.89,0,0
HU4062,0.07,19.93,0,0
HU4063,0,8.83,0,0
HU4064,0,25,0,0
HU4065,0,50,0,0
HU4066,0,20,0,0
HU4067,0,20,0,0
HU4068,0,50,0,0
HU4069,0,100,0,0
HU4070,0,33.33,0,0
HU4071,0,14.29,0,0
HU4072,12.62,12.38,0,0
HU4073,26.6,0.18,0,0
HU4074,25.07,3.86,0,0
HU4075,11.09,13.91,0,0
HU4076,0.35,19.65,0,0
HU4077,0.36,7.45,0,0
HU4078,0.09,1.08,0,0
HU4079,0.13,2.4,0,0
HU4080,0,0.03,0,0
HU4086,0.11,0.16,0,0
HU4088,0.04,0.72,0,0
HU4089,0,0.41,0,0
HU4116,0,0,0,3.72
HU4117,0,0,0,5.8
HU4118,0,0,0,11.15
HU4119,0,0,0,26.57
HU4120,0,0,0,9.93
HU4121,0,0,0,8.93
HU4122,0,1.29,0,0
HU4123,0,11.23,0,1.36
HU4124,0.28,24.71,0,0.01
HU4125,0,33.33,0,0
HU4126,0,50,0,0
HU4127,0,50,0,0
HU4128,0,33.33,0,0
HU4129,0,100,0,0
HU4130,0,100,0,0
HU4131,0,100,0,0
HU4132,0,100,0,0
HU4133,0,100,0,0
HU4134,0,100,0,0
HU4135,0,25,0,0
HU4136,0,33.33,0,0
HU4137,0,33.33,0,0
HU4138,0,25,0,0
HU4139,0,20,0,0
HU4140,0,9.09,0,0
HU4141,0,7.69,0,0
HU4142,0,10,0,0
HU4143,0,12.5,0,0
HU4144,0,12.5,0,0
HU4145,0,16.67,0,0
HU4146,0,25,0,0
HU4147,0,33.33,0,0
HU4148,0,25,0,0
HU4149,0,33.33,0,0
HU4150,0,25,0,0
HU4151,0,16.67,0,0
HU4152,0.03,12.47,0,0
HU4153,0,20,0,0
HU4154,0,33.33,0,0
HU4155,0,33.33,0,0
HU4156,0,20,0,0
HU4157,0,33.33,0,0
HU4158,0,50,0,0
HU4159,0,50,0,0
HU4160,0,100,0,0
HU4161,0,50,0,0
HU4162,0,25,0,0
HU4163,0,20,0,0
HU4164,0,33.33,0,0
HU4165,0,33.33,0,0
HU4166,0,25,0,0
HU4167,0,20,0,0
HU4168,0,27.77,0,0
HU4169,0,18.97,0,0
HU4170,0,25,0,0
HU4171,0,16.67,0,0
HU4172,5.4,7.1,0,0
HU4173,100,0,0,0
HU4174,100,0,0,0
HU4175,24.9,0.1,0,0
HU4176,6.48,26.85,0,0
HU4177,0.06,27.87,0,0
HU4178,0.34,8.24,0,0
HU4179,0.03,1.25,0,0
HU4180,2.77,0,0,0
HU4222,0,0,0,12.59
HU4223,0,0,0,10.24
HU4224,0,4.78,0,15.22
HU4225,0.12,13.97,0,2.58
HU4226,1.7,8.7,0,0
HU4227,5.15,4.8,0,0
HU4228,2.74,7.26,0,0
HU4229,0,20,0,0
HU4230,0,100,0,0
HU4231,0,50,0,0
HU4232,0,33.33,0,0
HU4233,0,25,0,0
HU4234,0,12.5,0,0
HU4235,0.04,11.08,0,0
HU4236,0,16.67,0,0
HU4237,0.16,12.34,0,0
HU4238,0,25,0,0
HU4239,0,14.29,0,0
HU4240,0,14.29,0,0
HU4241,0,14.29,0,0
HU4242,0,10,0,0
HU4243,0,11.11,0,0
HU4244,0,12.5,0,0
HU4245,0,16.67,0,0
HU4246,0,14.29,0,0
HU4247,0,16.67,0,0
HU4248,0,25,0,0
HU4249,0,14.42,0,0
HU4250,0,28.47,0,0
HU4251,0,25,0,0
HU4252,0,20,0,0
HU4253,0,50,0,0
HU4254,0,50,0,0
HU4255,0,50,0,0
HU4256,0,50,0,0
HU4257,0,50,0,0
HU4258,0,33.33,0,0
HU4259,0,50,0,0
HU4260,0,33.33,0,0
HU4261,0,33.33,0,0
HU4262,0,33.33,0,0
HU4263,0,50,0,0
HU4264,0,100,0,0
HU4265,0,100,0,0
HU4266,0,25,0,0
HU4267,0,14.29,0,0
HU4268,0,12.5,0,0
HU4269,0,23.4,0,0
HU4270,0,11.94,0,0
HU4271,0,33.33,0,0
HU4272,1.31,11.19,0,0
HU4273,19.7,30.3,0,0
HU4274,100,0,0,0
HU4275,50,0,0,0
HU4276,47.29,2.71,0,0
HU4277,31.78,18.22,0,0
HU4278,16.63,11.46,0,0
HU4279,2.02,0.9,0,0
HU4281,5.17,5.96,0,0
HU4321,0,0,0,0.36
HU4322,0,0,0,2.34
HU4323,0.11,0,0,11.56
HU4324,0,0.54,0,15.5
HU4325,0,2.09,0,9.75
HU4326,0,2.28,0,0
HU4327,0,1,0,0
HU4328,0.19,12.81,0,0
HU4329,0,15.36,0,0
HU4330,0.08,10.75,0,0.29
HU4331,0,8.54,0,0
HU4332,0,7.49,0,2.9
HU4333,0,2.98,0,14.88
HU4334,0,1.57,0,9.46
HU4335,0.16,5.77,0,3.07
HU4336,0.36,9.11,0,4.81
HU4337,0,4.02,0,10.27
HU4338,0,1.54,0,23.46
HU4339,0,6.8,0,13.2
HU4340,0,18.38,0,6.62
HU4341,0,19.74,0,0.26
HU4342,0,25,0,0
HU4343,0,13.9,0,0
HU4344,0,10.5,0,0
HU4345,0,20,0,0
HU4346,0,15.76,0,0
HU4347,0,12.61,0,0
HU4348,0,12.5,0,0
HU4349,0,8.92,0,0
HU4350,0,8.61,0,0
HU4351,0,20,0,0
HU4352,0,20,0,0
HU4353,0,15.38,0,0
HU4354,0.05,14.24,0,0
HU4355,0,33.33,0,0
HU4356,0.17,49.83,0,0
HU4357,0,50,0,0
HU4358,0,50,0,0
HU4359,0,33.33,0,0
HU4360,0,33.33,0,0
HU4361,0,33.33,0,0
HU4362,0,50,0,0
HU4363,0,25,0,0
HU4364,0,25,0,0
HU4365,0,50,0,0
HU4366,0,100,0,0
HU4367,0,33.33,0,0
HU4368,0,12.89,0,0
HU4369,0,13.75,0,0
HU4370,0,9.03,0,0
HU4371,0.27,14.82,0,0
HU4372,0.78,13.51,0,0
HU4373,11.38,1.12,0,0
HU4374,100,0,0,0
HU4375,53.96,0,0,0
HU4376,34.87,0,0,0
HU4377,57.64,0,0,0
HU4378,23.88,0,0,0
HU4379,0.4,1.26,0,0
HU4380,0.42,0.16,0,0
HU4381,0,0.51,0,0
HU4387,3.27,0.04,0,0
HU4388,0,0.08,0,0
HU4389,0.05,1.56,0,0
HU4390,0,4.41,0,0
HU4391,0.03,3.6,0,0
HU4392,0,0.21,0,0
HU4393,0,0.43,0,0
HU4421,0,0,0,27.5
HU4422,0,0,0,21.83
HU4423,0,0,0,14.24
HU4424,0,0,0,0.8
HU4428,0,3.07,0,14.45
HU4429,0,6.21,0,10.3
HU4430,0.01,0.84,0,6.08
HU4431,0,1.01,0,0.38
HU4432,0,1.68,0,0
HU4433,0,0.47,0,1.25
HU4434,0,0,0,4.14
HU4435,0.05,0.98,0,0.23
HU4436,0,0.78,0,9.59
HU4437,0,0,0,12.23
HU4438,0,0,0,12.16
HU4439,0,0,0,25
HU4440,0,0,0,33.33
HU4441,0,6.34,0,18.66
HU4442,0,21.24,0,3.76
HU4443,0,27.37,0,0
HU4444,0,19.7,0,0
HU4445,0,19.09,0,0
HU4446,0,5.99,0,0
HU4447,0,4.12,0,0
HU4448,0,7.9,0,0
HU4449,0,6.61,0,0
HU4450,0,2.3,0,0
HU4451,0,26.6,0,0
HU4452,0,10.05,0,0
HU4453,0,8.44,0,0
HU4454,0,13.06,0,0
HU4455,0,16.67,0,0
HU4456,0,14.28,0,0
HU4457,0,25,0,0
HU4458,0,25,0,0
HU4459,0,50,0,0
HU4460,0,100,0,0
HU4461,0,50,0,0
HU4462,0,50,0,0
HU4463,0,33.33,0,0
HU4464,0,33.33,0,0
HU4465,0,25,0,0
HU4466,0,25,0,0
HU4467,0,33.33,0,0
HU4468,0,33.33,0,0
HU4469,0,12.69,0,0
HU4470,0,13.45,0,0
HU4471,0.05,5.42,0,0
HU4472,0,17.31,0,0
HU4473,3.74,6.15,0,0
HU4474,22.52,0,0,0
HU4475,50.69,0,0,0
HU4476,0.56,0,0,0
HU4478,6.38,2.38,0,0
HU4479,1.36,7.1,0,0
HU4480,0.36,3.35,0,0
HU4481,0.12,3.56,0,0
HU4482,0,4.39,0,0
HU4483,0,1.38,0,0
HU4484,0,7.16,0,0
HU4485,0,3.78,0,0
HU4486,0,2.21,0,0
HU4487,0.68,4.66,0,0
HU4488,0.46,7.97,0,0
HU4489,0,11.98,0,0
HU4490,0,17.75,0,0
HU4491,0,15.38,0,0
HU4492,0,11.03,0,0
HU4493,0.09,5.71,0,0
HU4494,0,6.87,0,0
HU4495,0.06,0.61,0,0
HU4523,0,0,0,3.36
HU4524,0,0,0,6.16
HU4525,0,0,0,1.52
HU4528,0,0,0,15.16
HU4529,0,0,0,2.66
HU4537,0,0,0,8.89
HU4538,0,0,0,52.83
HU4539,0,0,0,63.73
HU4540,0,0,0,50
HU4541,0,0,0,50
HU4542,0,2.38,0,30.95
HU4543,0,15.49,0,9.51
HU4544,0,22.12,0,0.02
HU4545,0,11,0,0
HU4546,0,4.26,0,0
HU4547,0,5.57,0,0
HU4548,0,5.77,0,0
HU4549,0,0.75,0,0
HU4550,0,1.86,0,0
HU4551,0,5.83,0,0
HU4552,0,2.55,0,0
HU4553,0.06,15.04,0,0
HU4554,0,11.11,0,0
HU4555,0,25,0,0
HU4556,0,12.5,0,0
HU4557,0,14.29,0,0
HU4558,2.08,12.21,0,0
HU4559,7.89,25.45,0,0
HU4560,1.98,25.57,0,0
HU4561,0,31.68,0,0
HU4562,0,29.54,0,0
HU4563,0.56,20.16,0,0
HU4564,0,100,0,0
HU4565,0,100,0,0
HU4566,0,14.29,0,0
HU4567,0,25,0,0
HU4568,0,39.25,0,0
HU4569,0,26.61,0,0
HU4570,0,3.76,0,0
HU4571,0,9.57,0,0
HU4572,0,11.45,0,0
HU4573,0.2,6.22,0,0
HU4574,5.55,0,0,0
HU4575,15.82,0,0,0
HU4578,0.02,1.11,0,0
HU4579,0,5.35,0,0
HU4580,0,7.19,0,0
HU4581,0,12.1,0,0
HU4582,0,8.86,0,0
HU4583,0,10.95,0,0
HU4584,0,16.67,0,0
HU4585,0,13.29,0,0
HU4586,0,40,0,0
HU4587,0,66.67,0,0
HU4588,0,50,0,0
HU4589,0,50,0,0
HU4590,0,33.33,0,0
HU4591,0,33.33,0,0
HU4592,0,25,0,0
HU4593,0,20,0,0
HU4594,0,25,0,0
HU4595,0,13.69,0,0
HU4596,0.09,3.05,0,0
HU4597,0,0.14,0,0
HU4623,0,0,0,4.25
HU4624,0,0,0,6.12
HU4627,0,0,0,0.21
HU4628,0,0,0,3.8
HU4637,0,0,0,2.71
HU4638,0,0,0,2.02
HU4639,0,0,0,4.87
HU4640,0,0,0,17.93
HU4641,0,0,0,66.55
HU4642,0,0,0,30.05
HU4643,0,0,0,18.12
HU4644,0,6.02,0,12.12
HU4645,0,7.41,0,0.24
HU4646,0,4.85,0,0
HU4647,0,1.75,0,0
HU4648,0,1.39,0,0
HU4649,0,0.48,0,0
HU4650,0,2.14,0,0
HU4651,0.03,7.27,0,0
HU4652,0.03,6.13,0,0
HU4653,0,12.82,0,0
HU4654,0,11.74,0,0
HU4655,0,6.75,0,0
HU4656,0,11.11,0,0
HU4657,0,16.67,0,0
HU4658,1.46,31.87,0,0
HU4659,15.95,4.05,0,0
HU4660,12.46,4.46,0,0
HU4661,9.49,1.36,0,0
HU4663,0.53,6.74,0,0
HU4664,0.07,19.93,0,0
HU4665,0.12,14.16,0,0
HU4666,0,16.84,0,0
HU4667,0,10.79,0,0
HU4668,0,5.43,0,0
HU4669,0,1.44,0,0
HU4671,0,0.87,0,0
HU4672,0,1.98,0,0
HU4673,0,12.62,0,0
HU4674,0,1.05,0,0
HU4675,0.01,3.24,0,0
HU4676,1.36,5.45,0,0
HU4677,0,1.3,0,0
HU4678,0.04,3.42,0,0
HU4679,0,15.03,0,0
HU4680,0,33.33,0,0
HU4681,0,20,0,0
HU4682,0,25,0,0
HU4683,0,33.33,0,0
HU4684,0,25,0,0
HU4685,0,20,0,0
HU4686,0,50,0,0
HU4687,0,50,0,0
HU4688,0,50,0,0
HU4689,0,33.33,0,0
HU4690,0,33.33,0,0
HU4691,0,50,0,0
HU4692,0,25,0,0
HU4693,0,8.45,0,0
HU4694,0.04,7.07,0,0
HU4695,0.1,6.63,0,0
HU4696,0.03,3.93,0,0
HU4697,0,2.64,0,0
HU4723,0,0,0,0.39
HU4738,0,0,0,0.56
HU4739,0,0,0,0.62
HU4740,0,0,0,9.49
HU4741,0,0,0,46.14
HU4742,0,0,0,2.75
HU4743,0,0,0,13.36
HU4744,0,0,0,4.02
HU4745,0,0.97,0,1.68
HU4746,0,1.37,0,0
HU4750,0,1.96,0,0
HU4751,0.02,1.7,0,0
HU4752,0.03,7.65,0,0
HU4753,0.05,8.07,0,0
HU4754,0,3.09,0,0
HU4755,0,2.45,0,0
HU4756,0,6.15,0,0
HU4757,0,7.14,0,0
HU4758,1.78,31.56,0,0
HU4759,13.97,11.03,0,0
HU4760,2.82,7.55,0,0
HU4761,0.06,1.42,0,0
HU4763,0.01,5.03,0,0
HU4764,0,12.5,0,0
HU4765,0,9.48,0,0
HU4766,0,11.05,0,0
HU4767,0,12.35,0,0
HU4768,0,11.15,0,0
HU4769,0,2.62,0,0
HU4770,0,4.31,0,0
HU4773,0,0.82,0,0
HU4774,0,4.06,0,0
HU4775,0,4.06,0,0
HU4776,0,1.06,0,0
HU4777,0,0.72,0,0
HU4778,0,5.81,0,0
HU4779,0,100,0,0
HU4780,0,50,0,0
HU4781,0,33.33,0,0
HU4782,0,100,0,0
HU4783,0,50,0,0
HU4784,0.02,19.98,0,0
HU4785,0.02,16.64,0,0
HU4786,0,50,0,0
HU4787,0,33.33,0,0
HU4788,0,50,0,0
HU4789,0,100,0,0
HU4790,0,50,0,0
HU4791,0,33.33,0,0
HU4792,0,20.19,0,0
HU4793,0,14.48,0,0
HU4794,0,100,0,0
HU4795,0,25,0,0
HU4796,0,12.81,0,0
HU4797,0.03,6.43,0,0
HU4798,0.03,6.52,0,0
HU4799,0.05,7.83,0,0
HU4837,0,0,0,3.5
HU4838,0.27,0,0,3.59
HU4839,0.61,0,0,5.2
HU4840,0,0,0,8.02
HU4841,0.19,0,0,1.53
HU4842,0.41,0,0,18.96
HU4843,0,0,0,33.33
HU4844,0,0,0,32.51
HU4845,0,0,0,0.64
HU4847,0,0.34,0,0
HU4851,0,0.63,0,0
HU4852,0,0.59,0,0
HU4853,0,8.71,0,0
HU4854,0.05,3.28,0,0
HU4855,0.06,0.6,0,0
HU4856,0,1.42,0,0
HU4857,0,4.09,0,0
HU4858,0,20,0,0
HU4859,19.13,14.2,0,0
HU4860,22.62,0,0,0
HU4861,1.65,0.45,0,0
HU4862,0,8.34,0,0
HU4863,0,17.41,0,0
HU4864,0,7.14,0,0
HU4865,0,8.08,0,0
HU4866,0.05,5.24,0,0
HU4867,0,1.12,0,0
HU4868,0,2.37,0,0
HU4869,0,4.14,0,0
HU4870,0.02,7.01,0,0
HU4871,0.03,8.9,0,0
HU4872,0,0.94,0,0
HU4874,0,0,0,0
HU4877,0,0.03,0,0
HU4878,0,11.21,0,0
HU4879,0,12.56,0,0
HU4880,0,10.92,0,0
HU4881,0,28.57,0,0
HU4882,0,25,0,0
HU4883,0,33.33,0,0
HU4884,0.09,19.91,0,0
HU4885,0,50,0,0
HU4886,0,100,0,0
HU4887,0,50,0,0
HU4888,0,33.33,0,0
HU4889,0,50,0,0
HU4890,0,50,0,0
HU4891,0,18.39,0,0
HU4892,0,19.33,0,0
HU4893,0,65.3,0,0
HU4894,0,100,0,0
HU4895,0,50,0,0
HU4896,0,25,0,0
HU4897,0,20,0,0
HU4898,0,25,0,0
HU4899,0,16.67,0,0
HU4936,0,0,0,5.94
HU4937,0,0,0,57.37
HU4938,0,0,0,50
HU4939,1.43,0,0,20.23
HU4940,1.16,0,0,10.55
HU4941,0.18,0,0,9.03
HU4942,0,0,0,20
HU4943,0.27,0,0,10.85
HU4944,0.23,0,0,2.2
HU4945,0,0,0,0.69
HU4947,0,1.12,0,0
HU4952,0,0.12,0,0
